KO	ph4.txt	ph45.txt	ph5.txt	ph55.txt	ph6.txt	ph65.txt	ph7.txt
K09688	18	20	58	65	52	21	12	K09688
K09689	18	20	75	78	71	46	25	K09689
K09690	184	233	701	701	1218	843	548	K09690
K09691	200	272	737	752	1213	766	531	K09691
K09692	6	10	30	24	15	2	2	K09692
K09693	2	3	11	9	7	1	0	K09693
K09694	102	108	251	270	533	425	269	K09694
K09695	38	32	85	85	148	83	64	K09695
K09696	39	52	140	148	266	180	122	K09696
K09697	37	44	112	116	192	146	88	K09697
K09698	0	0	0	0	0	0	1	K09698
K09699	31	36	98	96	87	36	19	K09699
K09700	127	141	377	384	573	349	207	K09700
K09701	70	78	249	300	500	322	207	K09701
K09702	58	80	174	164	224	134	70	K09702
K09703	120	88	196	176	202	142	86	K09703
K09704	213	206	377	268	248	114	56	K09704
K09705	122	120	419	502	932	690	438	K09705
K09706	2	2	4	5	17	15	5	K09706
K09707	55	59	190	223	423	297	178	K09707
K09709	19	32	111	143	244	147	104	K09709
K09710	352	413	1015	1172	1996	1415	984	K09710
K09711	1	0	7	11	17	10	4	K09711
K09712	1	1	12	22	41	35	21	K09712
K09715	0	0	4	8	10	6	4	K09715
K09716	3	4	9	5	8	9	6	K09716
K09717	0	0	2	0	7	5	7	K09717
K09721	2	2	0	0	0	1	0	K09721
K09722	3	5	6	6	10	8	9	K09722
K09723	4	6	7	8	18	19	16	K09723
K09726	26	31	75	75	140	82	58	K09726
K09728	1	1	0	0	0	0	0	"uncharacterized protein"
K09729	0	1	6	12	32	20	18	K09729
K09730	1	0	0	0	0	0	0	K09730
K09733	17	26	62	67	104	67	40	K09733
K09735	2	1	3	3	3	4	4	K09735
K09736	0	1	2	2	0	0	0	K09736
K09738	0	0	3	1	0	0	0	K09738
K09740	23	23	84	117	148	91	52	K09740
K09741	1	0	0	0	0	0	0	K09741
K09744	14	25	58	39	66	46	22	K09744
K09746	1	0	0	0	0	0	1	K09746
K09747	559	531	1385	1585	2798	2077	1384	K09747
K09748	518	499	1233	1479	2708	2050	1399	K09748
K09749	29	27	63	43	26	12	8	K09749
K09758	0	1	25	28	31	20	20	K09758
K09759	18	30	50	29	36	20	12	K09759
K09760	179	212	662	716	1023	674	447	K09760
K09761	678	644	1576	1917	3610	2576	1661	K09761
K09762	76	89	199	195	245	137	82	K09762
K09763	177	193	585	636	1176	832	538	K09763
K09764	312	331	751	776	1134	787	527	K09764
K09765	4	1	9	11	23	15	16	K09765
K09766	7	16	42	65	92	66	44	K09766
K09767	505	494	1202	1321	2341	1822	1217	K09767
K09768	81	108	369	491	945	750	456	K09768
K09769	341	393	977	1109	1811	1358	864	K09769
K09770	0	0	1	1	0	1	0	K09770
K09771	41	54	178	239	600	429	245	K09771
K09772	159	154	334	288	463	272	194	K09772
K09773	42	51	183	197	240	139	75	K09773
K09774	163	203	664	783	1312	942	608	K09774
K09775	41	41	78	73	154	80	56	K09775
K09776	5	6	20	27	80	56	54	K09776
K09777	12	12	34	24	38	30	25	K09777
K09779	23	37	156	219	355	292	199	K09779
K09780	387	455	1326	1524	3079	2211	1471	K09780
K09781	9	12	57	94	337	362	274	K09781
K09785	16	13	33	20	36	28	25	K09785
K09786	119	137	341	347	505	381	284	K09786
K09787	11	12	17	6	2	1	0	K09787
K09788	4	3	16	22	32	22	13	K09788
K09790	13	17	56	84	314	343	289	K09790
K09791	395	406	1112	1269	2318	1734	1164	K09791
K09792	12	17	138	208	455	256	169	K09792
K09793	36	49	139	261	746	648	459	K09793
K09794	230	283	813	987	1563	1269	844	K09794
K09795	106	106	283	359	542	397	221	K09795
K09796	234	234	609	756	1391	967	656	K09796
K09797	34	27	72	125	287	230	162	K09797
K09798	170	138	318	382	588	400	234	K09798
K09799	18	19	62	68	93	62	35	K09799
K09800	234	316	1077	1321	2254	1701	1126	K09800
K09801	28	31	94	112	273	198	128	K09801
K09803	628	622	1474	1417	2017	1367	960	K09803
K09804	110	131	297	312	365	230	131	K09804
K09805	6	5	7	10	18	6	3	K09805
K09806	77	77	268	326	489	393	277	K09806
K09807	271	314	910	1026	1849	1390	927	K09807
K09808	189	230	767	917	1569	1062	716	K09808
K09809	13	8	25	37	45	16	13	K09809
K09810	60	81	284	311	507	318	204	K09810
K09811	237	289	717	782	1663	1213	818	K09811
K09812	140	143	352	373	623	438	274	K09812
K09813	3	3	5	1	2	0	0	K09813
K09814	2	4	7	2	6	5	4	K09814
K09815	3	5	12	16	71	44	31	K09815
K09816	7	15	30	28	99	67	37	K09816
K09817	12	12	37	44	86	53	33	K09817
K09818	0	0	5	3	9	5	2	K09818
K09819	0	0	3	2	3	1	0	K09819
K09820	5	5	5	5	19	18	13	K09820
K09822	16	24	111	99	164	123	85	K09822
K09823	55	67	205	260	368	254	155	K09823
K09824	15	17	61	57	44	14	6	K09824
K09825	7	8	22	22	56	36	37	K09825
K09826	56	60	178	223	295	223	139	K09826
K09827	0	0	1	0	0	0	0	K09827
K09828	14	18	59	61	68	36	20	K09828
K09829	0	1	0	2	2	4	1	K09829
K09833	0	0	0	0	1	1	0	K09833
K09834	1	2	2	3	12	8	4	K09834
K09835	0	0	0	0	3	2	1	K09835
K09836	1	0	6	8	6	2	1	K09836
K09839	0	0	0	1	0	0	0	K09839
K09844	2	1	10	5	12	5	0	K09844
K09845	0	0	1	0	2	1	0	K09845
K09846	0	0	2	0	2	1	0	K09846
K09847	0	0	1	1	1	0	1	K09847
K09857	46	63	186	205	322	206	116	K09857
K09858	31	33	125	134	353	189	128	K09858
K09859	6	4	23	30	81	52	36	K09859
K09860	1	1	3	4	13	2	2	K09860
K09861	80	70	175	224	441	255	135	K09861
K09862	198	226	630	769	1115	768	445	K09862
K09874	26	36	101	94	102	46	17	K09874
K09879	2	1	3	1	4	0	0	K09879
K09880	32	46	104	120	416	349	254	K09880
K09882	68	64	210	236	355	275	168	K09882
K09883	141	121	398	513	771	607	398	K09883
K09888	263	275	784	997	1880	1460	1004	K09888
K09889	35	39	110	145	350	236	178	K09889
K09890	2	3	3	1	7	2	3	K09890
K09891	8	7	19	13	29	18	7	K09891
K09892	42	51	140	182	357	284	197	K09892
K09893	1	3	18	17	25	15	7	K09893
K09894	0	0	0	0	1	0	0	K09894
K09895	20	22	30	33	85	69	46	K09895
K09897	1	1	3	4	11	7	4	K09897
K09898	15	17	33	43	88	80	49	K09898
K09902	7	6	9	11	46	34	20	K09902
K09903	757	645	1633	1931	3348	2564	1738	K09903
K09906	0	0	0	0	6	4	1	K09906
K09907	2	3	9	10	9	9	7	K09907
K09908	0	0	0	0	13	8	4	K09908
K09909	0	0	1	0	2	1	3	K09909
K09912	17	15	29	35	79	53	25	K09912
K09913	4	3	31	52	131	77	48	K09913
K09914	7	15	26	43	219	179	148	K09914
K09915	119	149	421	455	701	459	303	K09915
K09916	0	0	0	0	3	3	1	K09916
K09918	0	0	0	0	6	1	2	K09918
K09919	309	267	776	1030	1941	1437	867	K09919
K09920	28	25	49	54	109	80	76	K09920
K09921	58	59	160	205	355	277	218	K09921
K09922	46	79	365	608	1057	711	419	K09922
K09923	3	1	1	7	9	2	4	K09923
K09924	87	113	430	500	649	401	212	K09924
K09925	13	17	54	66	126	83	53	K09925
K09926	1	3	43	70	189	133	96	K09926
K09927	613	602	1598	1910	3886	2847	1750	K09927
K09928	27	28	167	272	591	524	369	K09928
K09929	1	2	6	16	33	24	17	K09929
K09930	233	220	746	1015	2373	1596	874	K09930
K09931	314	308	717	768	1232	825	561	K09931
K09932	55	43	189	243	470	347	208	K09932
K09933	61	78	308	489	1221	953	630	K09933
K09934	5	14	57	62	102	73	56	K09934
K09935	14	11	32	37	49	23	19	K09935
K09936	125	138	504	509	899	613	398	K09936
K09937	38	49	173	231	406	324	221	K09937
K09938	35	33	71	77	140	114	58	K09938
K09939	22	17	178	253	436	270	130	K09939
K09940	115	127	284	334	657	470	322	K09940
K09941	10	12	71	78	217	161	88	K09941
K09942	37	47	139	191	407	337	197	K09942
K09943	5	6	4	4	5	0	0	K09943
K09945	69	90	275	264	230	136	69	K09945
K09946	33	41	170	243	567	346	205	K09946
K09947	0	1	7	27	69	46	27	K09947
K09948	65	60	179	201	297	206	114	K09948
K09949	275	272	771	905	1417	1109	657	K09949
K09950	14	11	36	59	187	160	119	K09950
K09951	401	328	611	360	261	131	78	K09951
K09952	52	34	44	31	10	5	4	K09952
K09953	20	23	80	88	169	88	68	K09953
K09954	5	6	24	26	69	34	13	K09954
K09955	826	946	2531	2715	4152	2677	1663	K09955
K09956	31	29	77	77	105	65	35	K09956
K09957	87	96	243	244	557	451	335	K09957
K09958	180	172	574	684	1036	576	257	K09958
K09959	40	50	143	166	250	138	74	K09959
K09960	9	10	37	19	27	3	2	K09960
K09961	11	8	43	26	31	4	3	K09961
K09962	51	57	183	169	220	133	57	K09962
K09963	0	2	3	2	2	0	0	K09963
K09964	8	13	35	54	138	93	65	K09964
K09965	47	57	162	197	254	154	77	K09965
K09966	178	164	401	400	704	477	294	K09966
K09967	55	76	293	332	570	368	223	K09967
K09968	29	23	52	36	62	25	20	K09968
K09969	29	68	224	281	473	339	223	K09969
K09970	37	57	202	273	462	351	226	K09970
K09971	24	29	122	157	223	168	110	K09971
K09972	7	12	32	34	35	20	7	K09972
K09973	14	29	208	324	530	378	250	K09973
K09974	11	14	75	98	236	195	146	K09974
K09975	47	51	118	154	379	258	137	K09975
K09976	0	0	2	1	0	0	0	K09976
K09977	3	3	24	21	22	10	3	K09977
K09978	14	22	85	151	298	236	176	K09978
K09979	8	12	35	40	65	35	32	K09979
K09980	2	1	6	8	11	8	3	K09980
K09981	79	107	323	520	1608	1215	898	K09981
K09982	0	0	8	7	23	7	2	K09982
K09983	192	215	796	945	1738	1111	677	K09983
K09984	77	82	308	417	623	437	253	K09984
K09985	60	75	225	317	444	321	184	K09985
K09986	106	89	286	396	584	422	245	K09986
K09987	47	49	151	185	232	174	95	K09987
K09988	47	54	137	146	204	135	78	K09988
K09989	86	86	306	346	648	477	378	K09989
K09990	241	234	594	635	1135	820	533	K09990
K09991	86	92	309	391	535	398	220	K09991
K09992	524	706	2258	2806	4995	4018	2560	K09992
K09994	0	0	0	1	1	0	2	K09994
K10001	10	26	126	181	357	238	156	K10001
K10002	3	12	58	65	104	66	47	K10002
K10003	6	11	65	84	135	87	70	K10003
K10004	3	4	24	39	46	30	17	K10004
K10005	4	4	9	12	34	20	15	K10005
K10006	2	4	13	13	53	29	20	K10006
K10007	3	3	14	7	38	23	18	K10007
K10008	2	1	3	5	11	9	3	K10008
K10009	4	4	17	14	17	13	5	K10009
K10010	5	5	6	7	4	2	0	K10010
K10011	0	0	1	0	1	0	0	K10011
K10012	8	16	47	54	85	49	26	K10012
K10013	0	0	4	4	0	0	0	K10013
K10014	0	0	0	1	0	0	0	K10014
K10015	1	0	6	5	2	2	0	K10015
K10016	1	0	3	2	3	2	0	K10016
K10017	0	0	4	2	0	0	0	K10017
K10018	2	2	13	8	9	6	2	K10018
K10019	1	2	9	5	9	5	2	K10019
K10020	1	2	8	7	10	4	1	K10020
K10021	2	1	2	5	3	1	0	K10021
K10022	0	0	0	2	4	5	0	K10022
K10023	0	0	0	2	6	4	2	K10023
K10024	0	0	0	1	3	1	0	K10024
K10026	309	346	936	1062	1886	1306	892	K10026
K10027	20	28	107	96	101	44	42	K10027
K10036	1	1	3	1	5	3	3	K10036
K10037	1	1	0	0	0	0	0	"glutamine transport system permease protein"
K10038	1	1	0	0	0	0	0	"glutamine transport system ATP-binding protein [EC:7.4.2.1]"
K10039	0	2	2	0	0	1	0	K10039
K10040	0	0	0	0	0	1	1	K10040
K10041	0	0	1	0	0	0	0	K10041
K10046	49	58	205	203	232	128	83	K10046
K10094	15	23	81	137	477	392	279	K10094
K10106	1	2	7	6	76	54	59	K10106
K10107	20	24	75	80	53	38	14	K10107
K10108	0	0	1	0	5	2	1	K10108
K10109	0	0	1	0	0	0	0	K10109
K10110	0	0	0	1	2	0	0	K10110
K10111	4	3	22	29	34	20	14	K10111
K10112	112	122	298	266	318	175	82	K10112
K10117	31	35	90	74	107	56	32	K10117
K10118	31	36	80	45	61	41	32	K10118
K10119	32	33	81	64	101	52	35	K10119
K10123	0	0	2	1	0	0	0	K10123
K10125	0	1	17	18	30	23	5	K10125
K10126	0	0	9	11	15	11	6	K10126
K10133	4	4	2	0	0	0	0	K10133
K10134	1	0	0	0	0	0	0	K10134
K10140	2	2	10	6	9	3	1	K10140
K10156	1	1	0	0	0	0	0	"epi-isozizaene synthase [EC:4.2.3.37]"
K10187	3	4	6	0	0	0	0	K10187
K10188	3	3	13	13	14	10	7	K10188
K10189	1	0	1	2	3	3	2	K10189
K10190	1	2	4	0	6	3	2	K10190
K10191	0	0	0	1	1	0	0	K10191
K10192	0	0	0	0	1	2	1	K10192
K10193	0	0	0	0	1	1	1	K10193
K10194	0	0	0	0	3	3	2	K10194
K10200	4	5	9	13	16	6	5	K10200
K10201	4	4	6	3	9	3	2	K10201
K10202	2	4	8	8	15	7	4	K10202
K10206	8	14	57	65	104	65	43	K10206
K10208	8	6	10	11	15	7	2	K10208
K10209	1	3	13	8	1	0	0	K10209
K10210	0	6	41	26	16	1	3	K10210
K10211	4	5	17	14	5	2	0	K10211
K10212	5	9	29	29	21	13	5	K10212
K10213	1	2	8	4	0	0	0	K10213
K10215	79	88	206	215	275	151	99	K10215
K10216	7	9	19	7	18	5	8	K10216
K10217	6	8	27	44	59	24	16	K10217
K10218	150	196	617	642	946	585	401	K10218
K10219	27	27	96	98	141	117	83	K10219
K10220	32	33	108	118	144	101	54	K10220
K10221	26	46	125	147	210	146	73	K10221
K10227	20	23	68	61	73	33	23	K10227
K10228	19	24	67	64	73	41	24	K10228
K10229	15	22	53	59	70	40	27	K10229
K10231	2	2	5	3	7	1	2	K10231
K10232	44	57	163	168	277	227	125	K10232
K10233	21	35	75	83	132	75	44	K10233
K10234	28	35	84	74	130	80	36	K10234
K10235	0	0	0	0	1	0	1	K10235
K10236	32	49	80	71	121	89	61	K10236
K10237	9	8	36	26	56	16	18	K10237
K10238	30	31	71	55	108	64	54	K10238
K10240	0	0	13	15	37	12	3	K10240
K10241	0	1	15	17	28	7	3	K10241
K10242	1	1	15	18	25	11	2	K10242
K10254	10	18	34	23	8	3	2	K10254
K10255	43	69	220	243	389	239	178	K10255
K10257	0	0	0	0	1	2	0	K10257
K10290	0	0	0	0	0	0	1	K10290
K10295	0	0	1	1	0	0	0	K10295
K10297	1	1	2	1	0	0	0	K10297
K10300	7	2	20	12	12	3	4	K10300
K10301	0	0	0	0	0	2	1	K10301
K10302	1	1	8	3	15	6	4	K10302
K10342	0	0	1	0	0	1	0	K10342
K10364	0	0	1	0	0	0	0	K10364
K10365	1	0	1	0	0	0	0	K10365
K10410	0	0	0	0	0	0	1	K10410
K10416	1	0	0	0	0	0	0	K10416
K10418	1	0	0	0	1	0	0	K10418
K10420	0	0	1	0	0	0	0	K10420
K10426	0	0	1	0	0	0	0	K10426
K10427	1	0	1	0	0	0	0	K10427
K10428	0	0	0	1	2	1	0	K10428
K10439	108	142	485	449	741	501	334	K10439
K10440	70	112	343	292	485	317	206	K10440
K10441	48	70	215	183	284	169	125	K10441
K10520	0	0	1	0	0	0	0	K10520
K10527	1	2	10	4	6	6	3	K10527
K10530	1	0	0	1	2	0	0	K10530
K10531	9	6	9	5	3	7	1	K10531
K10532	108	180	583	645	949	603	403	K10532
K10533	82	68	152	171	323	222	133	K10533
K10535	3	11	79	70	66	27	21	K10535
K10536	347	389	1022	1229	2231	1687	1099	K10536
K10537	2	1	12	8	15	5	2	K10537
K10538	2	2	8	7	9	5	1	K10538
K10539	0	0	5	3	4	0	0	K10539
K10540	0	0	0	0	1	0	0	K10540
K10543	25	32	106	95	160	85	60	K10543
K10544	26	28	81	70	110	59	40	K10544
K10545	48	45	115	93	96	54	24	K10545
K10546	4	8	27	34	75	37	24	K10546
K10547	1	4	13	19	31	22	11	K10547
K10548	2	3	8	7	14	6	2	K10548
K10552	8	9	40	43	80	53	21	K10552
K10553	8	12	36	37	89	37	23	K10553
K10554	12	13	33	31	56	43	17	K10554
K10557	0	0	1	0	0	0	0	K10557
K10559	21	27	100	99	171	106	49	K10559
K10560	8	15	39	37	57	27	14	K10560
K10561	12	21	59	53	88	42	26	K10561
K10562	6	13	23	22	22	7	9	K10562
K10563	309	372	1008	1068	1564	926	627	K10563
K10564	2	2	10	11	25	17	8	K10564
K10565	0	0	4	10	27	20	8	K10565
K10570	1	1	0	0	0	0	0	"DNA excision repair protein ERCC-8"
K10579	0	0	1	0	0	0	0	K10579
K10582	1	0	1	0	0	0	0	K10582
K10598	1	0	0	0	0	0	0	K10598
K10618	0	0	0	0	1	0	0	K10618
K10619	7	15	30	33	36	18	7	K10619
K10620	2	1	4	2	10	6	3	K10620
K10621	18	19	47	50	83	53	34	K10621
K10622	0	0	2	2	6	3	1	K10622
K10623	0	0	0	0	1	1	1	K10623
K10627	0	1	1	0	0	0	0	K10627
K10632	0	0	0	2	0	0	0	K10632
K10643	1	1	1	0	0	0	0	K10643
K10661	0	0	2	0	0	0	0	K10661
K10670	11	14	31	42	102	74	59	K10670
K10672	3	8	25	45	121	88	57	K10672
K10673	1	0	5	3	3	0	0	K10673
K10674	0	1	1	0	1	0	0	K10674
K10676	4	4	14	10	20	7	1	K10676
K10677	0	0	1	1	0	0	0	K10677
K10679	0	1	2	2	2	0	0	K10679
K10680	33	38	141	134	121	58	28	K10680
K10685	1	0	0	0	0	0	0	K10685
K10686	0	0	1	0	0	0	0	K10686
K10694	0	0	1	0	0	0	0	K10694
K10697	0	0	0	0	1	1	0	K10697
K10701	23	26	62	59	70	50	19	K10701
K10703	1	0	0	0	0	0	0	K10703
K10704	0	0	1	1	0	0	0	K10704
K10708	2	1	4	2	2	1	0	K10708
K10709	15	14	31	27	15	9	5	K10709
K10710	8	6	8	5	14	5	2	K10710
K10713	50	49	132	172	284	253	151	K10713
K10714	5	6	16	18	20	20	9	K10714
K10715	3	9	14	25	33	19	10	K10715
K10716	1	3	27	42	99	71	65	K10716
K10718	0	1	3	4	2	1	0	K10718
K10725	5	7	7	6	15	12	8	K10725
K10726	2	2	2	2	8	5	3	K10726
K10731	0	0	1	0	0	0	0	K10731
K10732	1	1	1	0	0	0	0	K10732
K10735	0	1	0	1	0	0	0	K10735
K10739	0	0	1	0	0	0	0	K10739
K10740	0	0	0	0	1	0	1	K10740
K10742	6	11	19	7	3	2	0	K10742
K10743	0	0	1	0	0	0	0	K10743
K10744	1	0	0	0	0	0	0	K10744
K10746	0	0	0	1	0	0	0	K10746
K10747	48	81	309	312	415	244	173	K10747
K10748	0	0	0	0	0	1	0	K10748
K10753	1	0	1	2	0	0	0	K10753
K10754	0	0	1	0	0	0	0	K10754
K10761	20	22	56	53	57	31	15	K10761
K10763	19	22	75	76	177	102	79	K10763
K10764	19	27	79	82	102	43	28	K10764
K10768	1	0	2	2	7	2	3	K10768
K10773	514	609	1506	1661	3061	2251	1560	K10773
K10778	136	190	627	734	1079	755	497	K10778
K10780	23	34	97	130	207	140	97	K10780
K10794	37	45	110	96	174	124	100	K10794
K10798	0	0	4	0	3	1	0	K10798
K10800	6	7	29	45	125	114	85	K10800
K10801	0	0	0	0	1	1	0	K10801
K10804	281	358	1162	1346	2368	1883	1221	K10804
K10805	46	49	134	118	179	82	52	K10805
K10806	129	171	566	687	1238	880	587	K10806
K10808	0	1	0	2	2	0	1	K10808
K10810	2	2	8	6	1	0	0	K10810
K10811	1	0	5	3	3	2	0	K10811
K10820	7	8	18	16	27	5	6	K10820
K10822	0	0	0	0	0	0	1	K10822
K10823	12	16	41	36	58	35	31	K10823
K10824	0	0	1	0	0	0	0	K10824
K10829	0	1	2	0	0	2	0	K10829
K10831	1	4	21	26	30	18	5	K10831
K10834	3	4	15	12	23	7	5	K10834
K10838	0	0	3	0	0	1	0	K10838
K10842	0	1	0	0	0	0	0	"CDK-activating kinase assembly factor MAT1"
K10843	113	116	284	233	283	167	123	K10843
K10844	0	0	12	9	21	9	7	K10844
K10845	0	0	1	0	0	0	0	K10845
K10847	2	1	4	0	1	0	0	K10847
K10848	4	6	19	7	12	12	11	K10848
K10849	3	0	3	0	0	0	0	K10849
K10851	1	2	3	2	2	0	2	K10851
K10854	0	1	2	4	4	1	3	K10854
K10855	1	0	0	2	2	1	0	K10855
K10856	3	5	18	21	45	23	8	K10856
K10857	7	4	12	6	7	0	1	K10857
K10859	0	1	4	3	2	0	0	K10859
K10863	1	0	0	0	0	0	0	K10863
K10865	1	0	1	0	0	0	0	K10865
K10866	0	0	1	0	0	0	0	K10866
K10873	4	4	37	39	33	12	6	K10873
K10881	0	0	2	1	0	0	0	K10881
K10894	0	0	0	2	0	1	0	K10894
K10897	0	0	0	0	2	1	0	K10897
K10903	1	0	1	0	0	0	0	K10903
K10906	0	0	0	1	0	0	0	K10906
K10907	7	15	53	35	41	16	8	K10907
K10908	0	0	1	0	0	0	0	K10908
K10912	1	3	5	8	6	3	1	K10912
K10913	0	0	0	0	1	1	1	K10913
K10914	358	508	1559	1716	2521	1564	1029	K10914
K10915	1	1	7	2	5	3	4	K10915
K10916	0	0	2	7	11	4	1	K10916
K10924	6	4	8	6	7	1	6	K10924
K10926	5	2	14	14	28	8	13	K10926
K10927	14	15	35	45	65	36	20	K10927
K10938	3	5	14	9	4	2	2	K10938
K10941	7	5	12	13	17	9	5	K10941
K10942	0	0	3	3	5	2	0	K10942
K10943	7	5	19	26	16	9	2	K10943
K10944	5	8	15	20	30	26	25	K10944
K10945	7	9	17	23	40	34	22	K10945
K10946	9	11	32	27	42	47	37	K10946
K10947	3582	4244	10539	11124	20978	18258	12493	K10947
K10948	0	0	0	0	1	0	0	K10948
K10949	0	0	3	0	0	0	0	K10949
K10954	2	3	25	24	38	27	11	K10954
K10956	1	2	2	0	5	5	4	K10956
K10960	1	0	5	4	12	5	2	K10960
K10974	5	5	15	5	7	3	1	K10974
K10979	798	893	2560	3242	6141	4749	3054	K10979
K11003	15	22	63	84	69	30	11	K11003
K11004	7	12	23	34	23	12	5	K11004
K11014	1	0	0	1	0	0	1	K11014
K11018	0	0	0	0	1	1	0	K11018
K11021	10	15	54	61	125	74	45	K11021
K11031	1	2	8	13	63	26	13	K11031
K11041	0	0	0	0	3	3	1	K11041
K11045	0	0	0	0	1	3	0	K11045
K11049	102	128	423	492	718	471	275	K11049
K11065	74	100	282	294	447	320	210	K11065
K11066	0	0	3	2	7	0	3	K11066
K11068	83	122	454	498	804	471	309	K11068
K11069	1	3	5	11	30	26	20	K11069
K11070	40	55	264	330	507	292	157	K11070
K11071	40	87	343	438	686	413	216	K11071
K11072	26	23	93	107	185	95	51	K11072
K11073	19	28	103	111	138	107	65	K11073
K11074	10	22	74	88	105	69	28	K11074
K11075	18	19	69	93	97	62	38	K11075
K11076	10	8	34	40	47	20	8	K11076
K11077	0	0	0	1	0	0	0	K11077
K11078	0	0	0	0	2	0	0	K11078
K11079	0	0	0	1	0	0	0	K11079
K11080	0	0	0	0	1	0	0	K11080
K11081	4	4	9	7	6	2	1	K11081
K11082	3	5	13	11	9	2	1	K11082
K11083	6	7	10	8	5	2	2	K11083
K11084	2	3	7	5	3	3	1	K11084
K11085	36	64	193	188	259	168	115	K11085
K11087	1	0	0	0	0	0	0	K11087
K11088	1	0	1	0	0	0	0	K11088
K11089	42	45	239	289	553	341	181	K11089
K11096	0	0	1	1	1	0	0	K11096
K11097	1	0	0	1	0	0	0	K11097
K11102	0	0	1	1	1	0	0	K11102
K11103	17	31	171	201	278	155	70	K11103
K11105	54	50	196	287	461	268	157	K11105
K11106	1	0	2	6	29	14	4	K11106
K11107	0	0	0	0	1	0	0	K11107
K11109	1	1	0	1	0	0	0	K11109
K11121	1	0	0	0	0	0	0	K11121
K11126	3	1	1	0	0	0	0	K11126
K11127	0	0	1	0	2	0	0	K11127
K11128	0	0	0	0	1	0	0	K11128
K11130	2	0	2	0	0	0	0	K11130
K11131	2	3	4	5	10	9	7	K11131
K11135	0	1	0	0	0	0	0	"Pin2-interacting protein X1"
K11144	0	0	2	0	1	0	0	K11144
K11145	0	1	1	1	2	0	0	K11145
K11159	9	6	8	3	13	7	9	K11159
K11163	51	50	148	163	357	263	198	K11163
K11166	0	0	0	0	3	1	0	K11166
K11168	9	10	16	11	27	16	9	K11168
K11173	20	24	84	101	201	148	90	K11173
K11175	277	329	943	1073	1776	1176	778	K11175
K11176	0	0	0	0	3	3	1	K11176
K11177	56	84	280	247	231	113	45	K11177
K11178	206	255	792	878	1189	705	424	K11178
K11179	0	0	5	6	10	9	5	K11179
K11180	0	0	8	9	14	2	4	K11180
K11181	0	0	7	8	6	4	3	K11181
K11184	0	1	1	0	0	0	0	K11184
K11187	2	2	16	12	9	3	1	K11187
K11202	0	2	7	7	8	4	1	K11202
K11205	0	1	0	0	0	0	0	"glutamate--cysteine ligase regulatory subunit"
K11206	44	55	192	207	292	182	124	K11206
K11208	7	9	49	63	119	70	36	K11208
K11209	156	187	541	615	788	518	315	K11209
K11210	0	0	1	0	0	0	0	K11210
K11211	34	43	89	112	254	161	133	K11211
K11212	282	279	660	656	1049	726	464	K11212
K11215	0	0	0	0	2	0	0	K11215
K11216	7	4	14	6	7	0	0	K11216
K11232	0	0	2	0	0	0	0	K11232
K11234	0	1	1	0	6	7	7	K11234
K11236	0	0	1	0	0	0	0	K11236
K11240	1	0	0	0	0	0	0	K11240
K11249	13	21	68	89	145	84	50	K11249
K11250	1	3	17	18	48	25	25	K11250
K11251	1	3	5	3	1	0	0	K11251
K11252	4	6	7	3	4	0	0	K11252
K11253	1	0	2	1	2	1	1	K11253
K11254	6	6	4	3	1	1	0	K11254
K11258	2	2	3	2	3	2	1	K11258
K11259	0	0	1	4	18	3	4	K11259
K11261	44	61	164	161	158	79	55	K11261
K11263	9	13	19	7	12	2	1	K11263
K11264	1	7	23	24	26	12	7	K11264
K11265	0	0	0	0	3	1	1	K11265
K11268	0	0	0	1	0	0	0	K11268
K11269	0	0	1	0	0	0	0	K11269
K11270	0	0	1	0	0	0	0	K11270
K11271	1	0	1	0	0	0	0	K11271
K11272	1	0	0	0	0	0	0	K11272
K11275	1	1	2	1	0	0	0	K11275
K11303	1	0	2	0	0	0	0	K11303
K11309	0	0	1	0	0	0	0	K11309
K11312	51	43	112	118	201	156	102	K11312
K11315	1	0	1	0	0	0	0	K11315
K11323	2	6	12	11	7	2	1	K11323
K11324	1	0	2	0	0	0	0	K11324
K11325	8	8	16	13	6	2	1	K11325
K11329	0	0	0	0	0	1	0	K11329
K11332	0	0	0	0	0	1	0	K11332
K11333	1	0	2	5	5	1	1	K11333
K11334	1	0	3	1	5	1	0	K11334
K11335	1	0	4	2	8	2	1	K11335
K11336	1	0	7	8	13	7	5	K11336
K11337	5	3	19	10	12	7	3	K11337
K11341	0	0	1	0	0	0	0	K11341
K11352	35	55	180	204	209	134	67	K11352
K11353	0	0	1	0	0	1	0	K11353
K11354	1	8	76	55	36	9	3	K11354
K11355	47	71	206	188	245	141	90	K11355
K11356	0	0	0	0	1	1	1	K11356
K11357	9	12	43	54	50	29	7	K11357
K11358	5	5	28	42	68	42	21	K11358
K11360	0	0	2	0	0	0	0	K11360
K11361	1	0	2	0	0	0	0	K11361
K11364	1	0	1	0	0	0	0	K11364
K11365	2	1	2	0	0	0	0	K11365
K11370	0	0	1	0	0	0	0	K11370
K11373	0	0	1	0	0	0	0	K11373
K11375	0	0	0	1	0	0	0	K11375
K11378	0	0	1	0	0	0	0	K11378
K11381	111	142	376	392	527	327	210	K11381
K11383	5	9	29	30	73	36	14	K11383
K11384	4	8	27	26	52	27	17	K11384
K11385	0	0	0	0	0	0	1	K11385
K11386	0	1	1	0	1	0	0	K11386
